Student_ID,Age,Gender,Attendance_%,Study_Hours_per_Day,Assignments_Completed,Previous_Semester_Marks,Internal_Assessment_Marks,Class_Participation,Discipline_Score,Internet_Access,Parental_Education,Family_Income,Sleep_Hours,Extra_Curricular_Activities,Screen_Time_Hours,Tuition,Stress_Level,Learning_Style,Performance_Category,Pass_Fail,Final_Grade
STU2676,21,Female,87.61127587841948,4.1072174826049705,5,43.905164375634854,60.745630079883085,3,2,No,High School,Very High,11.699890511178953,2,6.947982508297519,No,1,Auditory,At Risk,Fail,21.27672887814076
STU2677,22,Male,59.449264177730385,0.31425631074728066,5,99.88878828650468,40.706138497303606,7,8,No,High School,Medium,4.13209821432987,4,11.161335605173448,Partial,2,Kinesthetic,Poor,Fail,20.327233720033576
STU2678,24,Female,70.11389082415988,7.56964707771871,7,54.31574412371204,91.44980811835273,3,6,No,High School,High,10.863590810010102,4,1.0493038518636437,Yes,7,Kinesthetic,Poor,Fail,36.50375412280872
STU2679,20,Other,77.4344219714738,0.6618725074761747,5,93.35660596743762,31.827143815586716,0,6,Limited,Master,Low,4.8152653060206525,2,5.163838729688722,No,1,Auditory,At Risk,Fail,0.0
STU2680,16,Other,53.93071301101631,4.781468020270049,1,96.37993125776215,57.39678421189461,3,3,No,Master,Low,3.6149573673342656,4,2.780946189150544,No,7,Visual,At Risk,Fail,12.29357941097494
STU2681,22,Other,83.12172322885233,7.021342103468126,6,96.42921700097875,66.62386277208039,9,0,Limited,Master,Very High,4.279605763742046,5,5.813086509168056,Yes,9,Auditory,Poor,Fail,36.24378158254496
STU2682,20,Other,72.82667918429686,0.6381583820015511,9,82.6986311321206,85.88365170616447,0,7,Limited,Master,High,9.38881549973671,4,10.112409386625673,No,3,Kinesthetic,Average,Pass,42.89211591067214
STU2683,18,Male,66.80686978188268,4.431147107328103,3,47.76635037183881,32.01439298940669,5,9,Limited,High School,Medium,4.235719711206725,2,11.30058133252617,Yes,9,Kinesthetic,At Risk,Fail,5.894079792416044
STU2684,24,Male,88.58704160429883,6.594319004195618,10,38.44587462671806,68.7339686558768,1,8,Limited,High School,Low,3.0336588345647746,0,4.564688684108928,No,5,Kinesthetic,Average,Pass,53.70210246743363
STU2685,16,Female,54.609715551110924,7.890597669166366,10,69.89194840079553,20.52477951158818,10,10,No,Bachelor,Very High,9.981241259904895,4,7.428693347767945,Partial,6,Kinesthetic,Average,Pass,36.29516637306268
STU2686,16,Female,92.99055823685939,5.79461920651217,2,55.20273917679073,85.8065051387545,8,3,Limited,Master,Medium,8.89950962967839,3,2.8292453272849536,No,8,Auditory,Average,Pass,46.15857138570509
STU2687,16,Female,73.66292412200222,2.226675003706349,7,88.1727308273457,38.77859593138251,9,0,No,Bachelor,Medium,10.903379993854138,3,9.143798135664369,No,1,Visual,At Risk,Fail,7.115194770924683
STU2688,18,Female,76.5504927627795,5.596562638763276,9,82.1493036831726,77.6732251160835,3,8,Yes,Master,Low,8.199148936654852,5,10.878935506590963,No,5,Auditory,Poor,Fail,30.193362426761777
STU2689,21,Female,92.50353785013657,5.646134154461115,4,49.35278073213881,68.15022314358494,10,4,Yes,PhD,Medium,3.4101530824856336,3,5.715071077784403,Yes,5,Auditory,Poor,Fail,27.079110834846507
STU2690,18,Other,89.05496127096015,5.599728096836939,3,31.191066358281017,24.010190636616606,7,5,Limited,Master,Very High,3.1942629538976712,2,10.466684136993482,Yes,10,Visual,Poor,Fail,26.735477628591806
STU2691,23,Other,76.09372412931401,6.834083496744846,10,46.61210312656384,34.65840128571105,10,1,Yes,Master,High,10.067757379674433,0,11.805750926272342,Partial,8,Kinesthetic,Poor,Fail,34.537428239299004
STU2692,17,Other,85.19126223089044,0.6990405001559274,3,69.69809089695866,41.41925567101752,1,4,Yes,High School,Low,11.009323963443743,3,7.297040071957536,Yes,4,Reading,Poor,Fail,33.7491040399498
STU2693,24,Female,65.99916941397382,0.867358763323467,4,35.52982305488159,90.93821503915015,4,0,Yes,PhD,Very High,10.202599442133959,1,6.728002220047934,No,9,Visual,At Risk,Fail,19.381898140427506
STU2694,18,Other,72.84266520998477,5.124936993804464,3,76.07908198016304,58.46427109380964,10,2,Limited,Master,Medium,6.366331884598758,4,4.577269918541663,No,5,Kinesthetic,Poor,Fail,38.26422554778114
STU2695,20,Other,43.72420820251067,7.631048768785503,2,77.01873993406099,93.08025744842452,7,0,Yes,PhD,Low,8.958627940345181,5,9.437114954454547,No,7,Kinesthetic,At Risk,Fail,8.884956241969807
STU2696,23,Other,45.391475080002806,3.7267091113539674,3,41.857574565191534,23.79599204331793,0,0,Limited,Bachelor,Medium,3.700168404334096,2,9.778004721207196,No,8,Auditory,At Risk,Fail,16.1268783995226
STU2697,17,Other,89.76552425117993,7.684501613005401,9,71.74227638598015,20.525109897289404,5,8,No,Bachelor,Low,9.464129629970387,4,0.12116311837743332,No,10,Visual,Poor,Fail,32.984421888925816
STU2698,21,Male,43.5802993409498,7.504682076129232,4,72.48799995728636,95.859729656426,1,5,Yes,High School,Medium,5.24631202700821,0,3.0280943927425445,Yes,6,Auditory,Poor,Fail,21.91020525458695
STU2699,20,Female,50.16394753795644,7.223277905874556,1,63.45847024478378,77.91335253606282,4,7,Limited,Master,Medium,11.408763620909447,5,0.3845189278608183,Partial,3,Visual,Poor,Fail,40.45043702962886
STU2700,24,Female,87.74995953702648,7.278807798912682,6,96.72720652702118,82.66534385709222,0,4,No,High School,Low,6.039374947548035,0,9.317844291321421,Partial,10,Reading,Poor,Fail,29.3947983980486
STU2701,20,Male,40.06875703769538,7.186550346623888,4,37.57142262089497,93.26444912813427,3,8,Yes,Bachelor,High,6.053619418320567,3,2.1279348788230346,No,1,Visual,Poor,Fail,27.065339064584748
STU2702,17,Other,56.94425973075186,6.559115068313457,8,58.463796809204396,98.76309538387967,2,3,Yes,Master,Very High,5.576929796685781,5,1.3000905393438362,Partial,9,Reading,Average,Pass,57.809214077064915
STU2703,20,Other,75.04231946959732,5.559831668842643,5,91.80445405772127,27.81697343295758,9,9,Limited,PhD,Very High,8.701602942674814,1,9.564150372535186,Yes,5,Auditory,Average,Pass,47.015478873515804
STU2704,19,Other,75.7269958881578,0.19526542874086594,10,57.04198122217265,32.66330752976848,4,7,Yes,High School,Very High,3.8718625462354956,1,6.893174716881877,Yes,4,Visual,At Risk,Fail,18.524569172901458
STU2705,22,Female,86.62917449376842,1.0580287372484198,0,59.724772630373444,35.085875916304914,7,5,Yes,Master,Very High,3.4814941883452515,3,1.8414430419113748,Yes,2,Visual,At Risk,Fail,13.78833397120936
STU2706,21,Female,70.35557526953022,1.073856436251737,8,76.77917163058669,85.4734127028427,8,10,Limited,Bachelor,High,9.265126443340442,2,10.135173671165022,No,4,Reading,Poor,Fail,25.29104184054554
STU2707,17,Female,70.56411217185823,0.188322274236719,4,76.58944847057073,48.443993055939806,4,9,No,PhD,Very High,11.510492668186009,4,4.883246943817575,Partial,5,Reading,Average,Pass,38.80072458542905
STU2708,20,Female,83.51863453244204,0.9336141473890933,8,31.603137090713577,67.46171577863485,8,10,No,Master,Low,9.693534475670965,3,4.475073357326607,No,1,Visual,Poor,Fail,25.8249950708932
STU2709,22,Female,69.91746779597702,7.35797146853685,0,61.89881982790676,88.41775296011845,9,4,Yes,Master,Low,5.248736818500967,5,7.821611909265151,Partial,7,Visual,At Risk,Fail,11.658598293147847
STU2710,22,Male,76.50946519381701,5.310434295286288,1,53.34582912888866,74.65278718036026,3,4,Limited,High School,High,6.259401945964651,2,0.443243427460307,No,4,Reading,Poor,Fail,25.074791342348856
STU2711,20,Female,93.86644409530305,2.4965841463633796,2,73.93866730027503,25.233231517879922,4,2,No,PhD,Very High,4.830396596813749,0,4.0316908907056055,Yes,9,Visual,At Risk,Fail,9.815965659389882
STU2712,24,Other,64.08706045674232,6.34688009789344,4,68.899162098669,55.65390853798587,10,3,No,High School,Medium,9.156842425321406,0,0.9422764041847698,Partial,7,Auditory,Poor,Fail,31.954824133667074
STU2713,19,Female,63.10750425515333,3.9069558956388075,5,75.56031389795885,25.400004128583056,8,9,No,PhD,Very High,5.13612071926981,5,8.825903951440509,Partial,5,Visual,Poor,Fail,29.817465463663122
STU2714,18,Male,40.212939511886276,1.1370162953270126,4,75.76371705542027,58.30748357484473,10,4,No,Master,Medium,8.141702408163514,0,3.2930436524677136,No,6,Visual,At Risk,Fail,12.620991363921505
STU2715,19,Other,76.80557569127392,7.076016649811941,0,47.84103029153435,37.54421723144005,8,8,Limited,PhD,Medium,10.555212769920214,2,10.037719771999466,No,2,Auditory,Poor,Fail,41.3595867827248
STU2716,20,Male,41.786314444427916,2.70929556989178,3,47.25253351984294,20.104655962007747,1,9,No,Master,High,7.647690705095027,2,5.024227135102523,Partial,9,Auditory,At Risk,Fail,0.0
STU2717,21,Other,70.24890938369897,5.5908738442391535,5,55.919767651620724,85.0521433433636,4,2,No,Bachelor,Low,8.341366239219315,4,10.623003336671598,Yes,1,Auditory,Poor,Fail,31.908230027782956
STU2718,18,Female,88.25402734193361,2.324753283996859,3,46.93709223756858,97.55062755222878,7,4,No,Bachelor,Very High,11.713202445243853,5,2.6527595248271143,No,8,Reading,Poor,Fail,24.40452098365214
STU2719,17,Male,72.99526423117979,4.0005700053904,3,77.79656544730668,97.13061454167324,0,10,Yes,Bachelor,Medium,5.87282863839631,5,7.830504392518868,Partial,8,Visual,At Risk,Fail,14.65019930630338
STU2720,19,Other,56.17816991300056,6.530021692243324,4,72.20061826571214,43.9348155010659,3,8,No,High School,Low,10.176786250998884,0,11.338402306211103,Partial,1,Auditory,Poor,Fail,25.377083223379895
STU2721,20,Female,87.17010528696227,1.2542187713949415,7,45.14709046494351,86.30188880502746,7,0,Yes,PhD,Very High,9.181288081057081,3,4.729463676638343,Partial,3,Visual,At Risk,Fail,5.611789526279763
STU2722,19,Other,56.18302024495233,7.818011161914227,4,91.88733661597838,74.3021521131934,9,4,No,Bachelor,High,4.018492123891141,5,1.8958078254353454,Yes,5,Kinesthetic,Poor,Fail,30.22061922586404
STU2723,18,Male,83.98190685675392,0.5617273828858096,6,62.246383054979454,84.00611122394692,1,3,Limited,PhD,High,11.907779596301127,2,6.644976163212492,Yes,5,Visual,At Risk,Fail,0.0
STU2724,23,Male,76.61550731141388,4.272071277924033,7,38.89372563041665,87.69904386100215,0,0,Limited,High School,Very High,9.206210077635648,5,5.18453354663305,Partial,6,Auditory,Poor,Fail,41.86332312719599
STU2725,19,Male,50.19977780488007,7.328204154815584,5,44.90759116641075,98.42229912410657,5,0,Limited,Bachelor,Very High,3.1254588801783423,1,6.072575117830134,Partial,2,Auditory,Poor,Fail,27.853950742373666
STU2726,17,Male,94.30803249065114,7.565551079060203,5,67.78953941912418,32.13837101336356,5,6,Yes,Bachelor,High,9.501149316062406,4,5.710348192384069,No,8,Auditory,Poor,Fail,14.870440670596677
STU2727,17,Female,52.03862097743174,1.856871703038208,1,53.68968115189165,81.57968191874416,0,5,Yes,PhD,Medium,4.205029470015224,0,3.1906821740034808,Yes,2,Auditory,At Risk,Fail,9.980365599715935
STU2728,16,Other,99.37522444844019,1.151879849718469,9,89.58553556161277,78.73228832656034,2,0,No,Bachelor,Medium,5.639791553301475,3,6.175530822516303,No,5,Kinesthetic,At Risk,Fail,13.840354730711628
STU2729,19,Female,40.438629319296446,5.795224002543128,4,64.63147851815191,43.01886701508139,9,3,Limited,Master,Low,6.13536217062578,4,1.7722763311427352,Yes,8,Reading,At Risk,Fail,3.7220379598958466
STU2730,24,Male,55.809002628574184,0.33578854620989684,0,94.07063603040825,51.40700446427588,7,6,No,Master,Medium,5.787894655230396,0,6.995394927784748,Partial,9,Kinesthetic,At Risk,Fail,15.053393078887728
STU2731,22,Other,51.99161783645193,3.881911752242514,8,37.12785366568483,34.14064381395944,8,10,No,Bachelor,Low,9.700042554380365,5,5.245738040612637,No,1,Auditory,Average,Pass,43.16588858604515
STU2732,22,Male,40.83960461022776,6.3708418143454555,6,76.80151930963306,93.06185544686136,7,5,Limited,Master,Low,9.779385873012323,3,11.67128589960465,Partial,8,Auditory,Poor,Fail,41.3813256333612
STU2733,22,Female,83.94207400883894,4.482037796134671,1,92.00493966468824,90.34685798394172,0,9,No,High School,Very High,7.7562233599956665,2,1.1396761716291506,No,9,Reading,Average,Pass,40.56859654947003
STU2734,23,Female,81.60554812597577,1.50410612619204,5,50.50513328900542,69.12280116811374,10,1,Yes,High School,High,8.103170150300308,5,9.022159493359123,Yes,10,Auditory,At Risk,Fail,27.46841399459897
STU2735,16,Female,87.54105786129583,3.8963543957597055,9,39.498131742070164,60.93039999077652,3,10,Yes,PhD,Low,5.822479842254195,1,4.1915342575167625,Partial,5,Reading,Average,Pass,42.63293228038344
STU2736,23,Other,55.40191278787391,7.370197731591143,8,61.965131658473865,38.6310688306759,8,8,Limited,Master,Very High,3.208831843020658,0,8.367532022210003,Yes,6,Reading,At Risk,Fail,12.39632872626556
STU2737,19,Other,66.6601100249782,4.937703824354214,4,97.29339584293321,83.16828456239739,0,9,Limited,Bachelor,Medium,6.1654711691328625,4,11.491927560616663,No,1,Reading,Average,Pass,46.02071494806682
STU2738,19,Male,79.54681129729285,5.771925020552159,2,74.34233478523242,20.65639298563137,10,2,Limited,Master,Medium,3.084796270137921,5,10.772798858164732,Yes,10,Kinesthetic,Poor,Fail,22.72027213762294
STU2739,19,Other,66.38611023328862,2.6901110373001194,10,75.07838797211676,57.02293532576385,3,1,Limited,Master,Low,10.783103434106259,4,1.3599396435175595,Yes,8,Reading,Poor,Fail,21.437237601720376
STU2740,21,Other,81.83954621907495,1.5078702013409417,9,77.0050878171412,88.84409417010855,9,0,No,PhD,Low,8.766959851391125,3,10.516768273185342,Yes,9,Kinesthetic,Poor,Fail,32.13308433715727
STU2741,22,Female,78.03840450642653,2.045137839196829,10,32.783296291565364,69.47882675462024,6,2,No,High School,Low,11.81344421925305,4,4.691622958165718,No,7,Visual,Poor,Fail,39.73954305243647
STU2742,21,Male,46.87886818133059,4.2654207500823595,3,61.19548609270747,70.80982732573031,6,5,Limited,Bachelor,Medium,4.646269974800892,5,0.8475480617721254,Partial,1,Auditory,Poor,Fail,31.92909703418136
STU2743,16,Female,86.86258726461809,2.24176122888563,2,35.43004073091967,25.656594049555537,6,9,Limited,High School,Low,8.920435798226663,4,2.492732004437506,No,3,Visual,At Risk,Fail,6.420572199651818
STU2744,23,Male,83.2405815455511,4.335718299408809,0,52.11011805603676,42.93637835567242,9,0,No,Master,Low,4.691311519215107,2,0.3426807001537444,No,3,Auditory,At Risk,Fail,19.87294762836048
STU2745,22,Male,79.35006325704433,5.662335419009415,9,87.51193170358142,73.90897644769456,3,1,No,Master,Low,8.750822054569586,0,1.6729038952881443,Partial,1,Visual,Poor,Fail,20.08281507910523
STU2746,21,Other,49.30561637626014,5.8751670093624115,10,75.93889648089205,23.969384100246618,7,8,Yes,Bachelor,High,7.426032081086518,2,5.608898981101356,Yes,9,Kinesthetic,Poor,Fail,28.776624888218358
STU2747,21,Female,56.07978692772182,1.3174795172887475,6,99.69008891147206,46.47486027885076,2,0,No,PhD,High,8.982128724735032,4,11.342836750021444,Yes,2,Kinesthetic,Poor,Fail,30.387974007071193
STU2748,20,Other,63.59062189525602,6.003446790670905,7,42.050809706087385,48.31556508478955,8,0,Limited,Bachelor,Medium,9.527882586645294,1,9.7162840723419,Yes,10,Kinesthetic,Poor,Fail,42.18737774009507
STU2749,21,Other,56.7957772993866,5.3815051167388726,1,57.79379653297963,59.897471122739475,5,8,Limited,High School,High,7.705474245725359,0,6.376910310982624,Yes,7,Reading,Poor,Fail,27.23113088809828
STU2750,24,Other,53.668617440567886,0.09604106694965342,7,86.67481514260541,48.990020190773095,6,2,Yes,Bachelor,Medium,7.443774425680285,1,3.8847400726980243,Yes,8,Reading,Poor,Fail,11.269531818732775
STU2751,24,Male,88.32146020970654,0.47097740071800676,8,45.09841216753969,56.329402997112254,8,5,Yes,PhD,High,3.6273601568307896,4,0.34100802091183313,Partial,10,Auditory,Poor,Fail,28.071203498669984
STU2752,23,Female,78.29393478161214,5.169996014883043,6,40.76052924303875,63.759787715648216,3,2,Yes,Bachelor,High,6.273689513463921,5,0.6867592308834656,No,6,Auditory,Poor,Fail,12.195194426528648
STU2753,24,Female,73.92832789301502,3.069631196509677,10,59.932878989567826,30.26782732292297,4,1,No,Master,High,5.717610480616096,5,8.778358690880655,No,1,Kinesthetic,Poor,Fail,20.255556582970684
STU2754,23,Other,53.55716265119523,1.168831996605327,0,56.86085431102511,34.43803317391976,0,10,No,Master,Medium,8.630217945075426,0,6.534426776554911,Yes,5,Reading,Poor,Fail,25.930920068193842
STU2755,23,Male,95.08459373611848,0.35517247335706603,3,98.61441586323461,86.60087954845423,9,2,Limited,Master,Medium,5.483729571673786,1,1.4601527419755174,Yes,8,Kinesthetic,Poor,Fail,24.243723610524018
STU2756,16,Female,51.470982345838976,1.2751867253794469,6,61.937607031865554,56.781435397583806,7,9,Limited,Bachelor,Low,5.0912936555375765,1,10.34622337994022,Partial,6,Reading,Poor,Fail,31.25433027315796
STU2757,20,Female,87.69705596948063,7.660111714572933,5,90.26624401719275,48.41216590771548,1,3,Yes,PhD,High,10.638130001482667,3,6.213837889562972,Partial,1,Kinesthetic,Poor,Fail,34.06483973419272
STU2758,19,Other,98.00036000231759,5.820525132567758,10,92.15758634637228,54.71052113453433,4,10,Yes,PhD,Medium,10.456050151200172,0,10.045063046058631,Yes,6,Kinesthetic,Poor,Fail,40.4338705810316
STU2759,17,Male,83.62556375345417,4.221643367474351,7,41.05101998660865,33.98548422495968,4,0,No,Bachelor,Low,5.95691014051606,5,9.341574749353622,No,1,Visual,At Risk,Fail,10.421387308497929
STU2760,23,Other,99.57152651107779,7.532324000436734,5,80.07133608739183,39.18778038020791,9,2,Limited,PhD,Very High,3.7714544757250517,5,4.000377092112279,Partial,3,Auditory,Average,Pass,46.87939370019094
STU2761,18,Female,79.0630670186768,4.952883501452831,9,49.432499744798235,61.24188340532275,3,6,Limited,Master,Very High,7.478299566210154,1,8.433132744839211,Yes,2,Kinesthetic,Poor,Fail,25.93358320585201
STU2762,19,Male,53.0476206162337,5.805161506245338,5,36.63172777838407,48.71411970411715,3,1,Yes,PhD,Very High,7.06129217208089,0,11.908039814801986,Yes,2,Reading,Poor,Fail,19.284010164810017
STU2763,22,Other,52.22916962299068,2.2612145480469765,9,91.22934377711108,58.0364882404169,1,6,No,PhD,Very High,10.828569793158952,3,8.97635821824018,Yes,10,Reading,At Risk,Fail,9.662459881879139
STU2764,24,Female,59.47385705532858,4.7118547487135665,5,50.4703128674346,31.976373825723144,2,3,Limited,PhD,Medium,7.922426924589021,0,3.1713924131760707,Yes,8,Visual,Poor,Fail,28.88182908352878
STU2765,17,Other,40.427801213260366,1.147817954382722,6,54.175596913356706,32.51746658584254,9,6,Limited,Bachelor,Medium,11.484942932400543,1,7.10236105554158,Yes,7,Kinesthetic,Average,Pass,47.698419356092025
STU2766,18,Other,80.90190820497008,3.235865161582203,4,52.679232556353796,50.71544157061035,1,10,No,Master,Low,7.350111847206466,1,5.195434978940616,No,4,Reading,Poor,Fail,22.54527780417395
STU2767,19,Other,56.12006707766966,0.2659225998928809,10,44.02067960673589,50.308610615631736,0,2,Yes,Bachelor,Very High,9.005623972939471,3,3.600092909319829,Yes,5,Kinesthetic,Poor,Fail,43.427589247160206
STU2768,16,Male,88.91099393756517,1.7330247006614439,8,60.415236742003685,90.66658748198294,3,6,Yes,Master,Medium,7.31736671011146,2,3.410473497233313,No,9,Reading,At Risk,Fail,27.757213953461413
STU2769,22,Female,61.55035903355802,0.5989490353813975,6,59.98049745617078,22.676110459105388,8,9,No,High School,Low,5.890032390936953,5,5.52570966579734,Yes,6,Reading,Poor,Fail,41.07260634473532
STU2770,17,Female,68.79738960779876,3.102230556057851,0,58.61261379978281,99.42843533220346,5,6,No,PhD,High,3.2471031324685806,4,3.7242108393618696,No,1,Reading,At Risk,Fail,0.0
STU2771,20,Female,97.94133499362215,6.744281317107921,10,94.14084230096056,96.52184473812015,7,2,No,Bachelor,High,10.139969054884215,4,1.7723029155690622,Partial,5,Reading,Poor,Fail,34.20124871596262
STU2772,16,Female,54.530327382836624,3.0234728507604247,8,53.782614008706794,63.38007605263972,1,5,Limited,PhD,Medium,11.128245329583061,1,9.083331836745273,Yes,8,Auditory,At Risk,Fail,15.140178683176337
STU2773,18,Male,83.27524584578438,6.653117007957147,10,32.12652358409097,77.50062095640217,1,8,No,High School,Very High,9.602322043135171,0,3.5163787928442023,Partial,7,Reading,Average,Pass,46.07014165458921
STU2774,17,Other,85.30706735832503,5.251986500631099,5,42.49059043685434,94.82037259853962,1,10,Yes,Master,High,5.4512393486508826,2,4.4768931009342365,Partial,9,Visual,Poor,Fail,36.807195204306694
STU2775,16,Female,53.25988945141811,4.076235573046622,10,80.50479536014316,40.09551246828697,10,6,Limited,High School,Very High,10.35258957543278,3,10.83675957926398,Partial,6,Auditory,Poor,Fail,32.671013506236484
STU2776,22,Male,70.05981019673175,1.8951335460906442,7,71.36010244201577,45.25044864512868,7,4,No,Bachelor,Very High,8.515761502347727,4,7.946512681130918,No,3,Kinesthetic,Poor,Fail,21.75971447990089
STU2777,20,Other,61.0121155187781,7.377248742753219,8,96.62143626188299,28.87397467184926,0,10,No,PhD,High,9.146464631996572,2,11.145371228543805,Yes,3,Reading,Poor,Fail,32.45887723951518
STU2778,16,Male,86.31437460400535,0.4336064707362661,10,78.61045750336183,65.10768938600435,4,0,No,High School,Very High,3.5964125364365263,3,7.215833641004327,Partial,7,Reading,At Risk,Fail,30.625838415654844
STU2779,21,Male,77.34899914174224,5.511304141590522,10,43.5969171379098,32.755870053641814,3,7,Yes,Master,Medium,8.236513757359361,1,4.266592278059759,No,6,Reading,At Risk,Fail,8.100371848592669
STU2780,20,Female,68.55898329163281,4.969919142474951,1,38.445095303911216,94.46964931178836,10,3,Yes,High School,Low,8.050324073013964,3,2.671801531561519,Yes,10,Visual,Poor,Fail,28.17622937256208
STU2781,18,Female,86.7617959028631,3.5283321780522146,1,66.45318427201337,54.525347768475925,0,10,Yes,PhD,High,8.955012737069884,2,9.902223219908183,Partial,5,Visual,Poor,Fail,25.77352221086992
STU2782,22,Other,54.10933420050502,1.9225676423408427,4,76.56839152996396,93.57493809605407,9,1,Limited,Master,Very High,9.944684329514224,3,5.3879732591915745,Yes,4,Auditory,Poor,Fail,26.94372007783821
STU2783,24,Other,85.21731283506155,3.445567494762135,4,41.594571657797545,36.407992130725916,6,8,Yes,Master,Low,6.641711570060622,0,7.810862002488943,Yes,8,Visual,Poor,Fail,28.633294867416872
STU2784,24,Female,91.92245872556947,6.982181804427365,9,72.11851072679028,75.5229179589065,0,2,No,PhD,High,4.394767420107819,2,8.90316316185324,Yes,6,Kinesthetic,Average,Pass,54.877997155896985
STU2785,24,Male,92.71729580845434,6.694128882039633,9,90.55200787507601,71.80736624429045,5,5,Yes,High School,Medium,11.314814618368512,4,2.9559111749710314,Partial,8,Auditory,Average,Pass,44.91697955686203
STU2786,17,Female,87.02041558117622,7.531049999816234,1,80.92982496651311,51.974054436066275,0,2,Limited,Master,Very High,9.989128028795353,4,11.714025842585176,Partial,10,Auditory,Poor,Fail,25.723967432711223
STU2787,18,Other,64.48085001989612,2.462345653001984,9,76.49337566172653,91.8674501684741,10,6,Yes,PhD,Medium,7.863319286998062,1,2.826683690416845,No,8,Visual,Poor,Fail,25.27517307746274
STU2788,22,Male,98.90848136306963,3.0968332669509833,3,85.25317381569471,54.7841640737805,8,1,Limited,Master,Low,6.190764350487063,2,9.091212429680285,Partial,10,Visual,Poor,Fail,16.704210153013932
STU2789,20,Male,62.7756186293464,0.1498092212789066,8,37.28578963376117,35.87444243716139,2,3,No,Bachelor,Very High,11.855738096157824,0,1.8185900463238922,No,8,Kinesthetic,At Risk,Fail,20.674779391425123
STU2790,17,Male,78.31752394614554,7.543599957760065,3,44.26820190678361,98.15883049170368,1,10,Limited,Master,Medium,3.8411109259999843,4,11.693984643310163,No,10,Auditory,Poor,Fail,24.840620392507333
STU2791,18,Female,49.664450684168116,2.635120734538151,0,32.666964791805235,55.3185122398847,6,9,Yes,High School,Low,11.4115342894009,0,3.0178265370559028,Yes,6,Reading,Poor,Fail,27.501808890906524
STU2792,21,Female,98.82693391818356,3.233310572263946,4,40.14845617987298,36.645838214218784,0,8,No,Master,Very High,6.637319744539319,2,6.184831571375527,No,8,Visual,At Risk,Fail,18.365798608101244
STU2793,22,Other,82.23915531187978,7.262436891579156,1,93.92276398686685,49.09061283851429,6,10,Yes,Bachelor,Very High,3.871410988372884,2,4.42662419246966,Yes,9,Visual,Poor,Fail,42.61398027053174
STU2794,24,Male,85.2026527147821,4.2127874413345054,5,45.550144954211916,69.08075652297495,8,7,Yes,Master,Low,6.412559949136061,5,10.847424050589824,Partial,5,Auditory,Average,Pass,52.17314200402122
STU2795,16,Male,43.94660220466868,4.529396334043824,0,76.3468051442104,60.9622028489098,3,7,No,Master,Very High,9.746889399749293,0,6.263892174167951,Yes,2,Reading,At Risk,Fail,24.366657236893374
STU2796,22,Female,85.8050688532403,1.4098627052073347,6,78.40970743947648,70.80936182642135,9,7,No,PhD,High,6.82295584208486,4,8.063610035025363,No,8,Reading,Average,Pass,43.57456483174858
STU2797,23,Other,86.48340575323607,3.9892801665492357,6,75.17278215937117,72.94858228147817,1,6,Yes,PhD,Low,7.437319216680567,1,2.6349829405471072,No,3,Auditory,At Risk,Fail,19.30929293119631
STU2798,18,Other,80.30636358173379,7.345668807270194,3,68.77447341151043,29.87048253702703,3,5,No,Master,Low,10.411135108480728,5,11.351061935226172,Partial,5,Auditory,Poor,Fail,28.879298354560383
STU2799,19,Male,57.51457682742062,4.469744704863408,8,64.02912432127683,45.190797117882354,8,7,Yes,PhD,Medium,8.53969197383677,5,4.260877428599299,Yes,4,Reading,Average,Pass,43.0576912461142
STU2800,21,Female,69.38140252965289,2.0409309171180645,2,59.39445892465892,79.89607926306144,7,6,Limited,PhD,Low,9.012723498444577,4,1.199176819720376,No,9,Auditory,At Risk,Fail,15.264369530074411
STU2801,22,Male,46.62606227852299,0.24944691307810274,4,94.18290876327993,72.02937993227681,4,0,Limited,PhD,High,4.386157485513065,3,2.6178384721381653,No,8,Visual,Poor,Fail,16.751388474941617
STU2802,19,Female,68.29522398754915,2.690414187632544,4,30.666005261400173,27.067866946086525,7,5,Yes,Master,Low,5.272096763003807,5,2.3296157442039425,Partial,5,Auditory,Poor,Fail,17.57314432972532
STU2803,23,Other,54.62943115602429,4.580727312515664,7,33.74427382188407,45.21180683982735,6,7,Limited,Bachelor,Very High,6.701311683727365,3,1.2981885095094472,Partial,7,Auditory,Poor,Fail,31.341905386010325
STU2804,20,Male,60.94581918964492,0.3409063069666409,9,64.47587258518539,94.5057719495851,3,4,Yes,Master,Medium,3.9884708366932733,2,5.89363379922071,Yes,7,Kinesthetic,At Risk,Fail,14.512396575374162
STU2805,16,Male,49.75602450422191,4.87834061832925,9,53.135705726293516,88.96101247067531,2,5,No,Master,Low,5.511982610386905,1,3.7381095725955436,Partial,3,Visual,At Risk,Fail,18.60206047326409
STU2806,19,Male,53.80326206481382,4.187310616944902,3,58.57611491722772,73.65142820636177,0,1,Limited,PhD,Low,10.501409868257673,3,5.933236430794119,No,2,Auditory,At Risk,Fail,11.831679713545531
STU2807,18,Other,44.59411850920698,6.267483753332567,0,99.84939636912588,25.829105642914456,2,10,No,Master,Medium,3.199234147781216,0,0.9508160275940405,Partial,8,Visual,Poor,Fail,36.47063106502314
STU2808,24,Male,95.19408198621528,0.23110537817569465,10,84.2594289437354,68.56441492701751,7,1,Yes,High School,Low,3.4583893543683493,4,7.067719332008007,Yes,5,Auditory,Poor,Fail,32.96535259097177
